,area_type,location,size,total_sqft,bath,balcony,price
369,Super,Balagere,2 BHK,1380.0,2.0,1.0,4944.0
370,Super,Hebbal,4 BHK,2483.0,5.0,2.0,17468.800000000003
371,Built-up,Kodigehaali,2 BHK,1166.0,2.0,2.0,4532.0
372,Super,Bannerghatta Road,2 BHK,1050.0,2.0,1.0,5356.0
374,Super,Begur Road,2 BHK,1200.0,2.0,2.0,3856.32
375,Super,Lakshminarayana Pura,3 BHK,1600.0,2.0,1.0,8899.2
376,Super,Billekahalli,3 BHK,1935.0,3.0,2.0,9064.0
377,Super,8th Phase JP Nagar,1 BHK,451.0,1.0,0.0,2463.76
378,Super,Electronic City,3 BHK,1800.0,3.0,2.0,7828.000000000001
379,Super,Jalahalli,3 BHK,1400.0,3.0,0.0,6344.8
380,Super,Hegde Nagar,3 BHK,1801.0,3.0,2.0,9476.0
381,Built-up,Mahadevpura,2 BHK,1451.0,2.0,2.0,7416.000000000001
382,Plot,Anekal,2 Bedroom,1200.0,1.0,1.0,2966.4
383,Super,Begur Road,2 BHK,1160.0,2.0,2.0,3625.6000000000004
384,Built-up,Kengeri,2 BHK,1000.0,2.0,1.0,2060.0
385,Super,Kanakpura Road,2 BHK,950.0,2.0,1.0,3296.0
386,Built-up,"Hoodi Circle, ",3 BHK,1629.0,3.0,2.0,6509.6
387,Built-up,Vijayanagar,3 BHK,1580.0,2.0,0.0,11041.6
388,Super,Vijayanagar,3 BHK,1826.0,3.0,2.0,9970.400000000001
389,Built-up,7th Phase JP Nagar,2 BHK,1245.0,2.0,1.0,7745.6
390,Super,Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,2.0,3773.096
391,Super,Sompura,2 BHK,825.0,2.0,1.0,2719.2000000000003
392,Super,Yeshwanthpur,3 BHK,1693.0,3.0,3.0,8899.2
394,Built-up,Ashirvad Colony,2 BHK,1460.0,2.0,1.0,4779.200000000001
395,Built-up,Doddathoguru,2 BHK,1050.0,2.0,1.0,2636.8
396,Built-up,Dodda Nekkundi,2 BHK,1260.0,2.0,2.0,4532.0
397,Super,K N Extension,6 BHK,700.0,3.0,2.0,9888.0
398,Built-up,Hosur Road,2 BHK,1656.0,2.0,1.0,9888.0
399,Super,Chandapura,3 BHK,1208.0,3.0,1.0,3708.0000000000005
400,Super,Whitefield,3 BHK,1910.0,3.0,2.0,13266.400000000001
401,Super,Whitefield,4 BHK,3252.0,4.0,1.0,18952.0
402,Plot,Battarahalli,2 Bedroom,1200.0,2.0,1.0,5356.0
403,Super,Gokula Extension,4 BHK,1200.0,4.0,1.0,14420.000000000002
404,Super,7th Phase JP Nagar,2 BHK,1175.0,2.0,1.0,6756.8
405,Plot,Kamakshipalya,2 Bedroom,1000.0,2.0,0.0,13596.000000000002
406,Plot,Bannerghatta Road,4 Bedroom,1200.0,2.0,0.0,10300.0
407,Super,Rajaji Nagar,3 BHK,2390.0,3.0,2.0,33784.0
408,Super,Rajaji Nagar,7 BHK,12000.0,6.0,3.0,181280.0
409,Plot,Sultan Palaya,2 Bedroom,550.0,1.0,1.0,5108.8
411,Super,Sanne Amanikere,2 BHK,1185.0,2.0,2.0,3131.2000000000003
412,Super,Kengeri,2 BHK,750.0,2.0,1.0,3131.2000000000003
413,Plot,Mahalakshmi Layout,6 Bedroom,1200.0,7.0,3.0,20600.0
414,Super,Kanakpura Road,3 BHK,1550.0,3.0,3.0,5314.8
415,Built-up,Amco Colony,3 BHK,1760.0,3.0,2.0,7251.200000000001
416,Super,Billekahalli,2 BHK,1125.0,2.0,2.0,5108.8
417,Plot,Nagarbhavi,3 Bedroom,1350.0,3.0,2.0,12360.0
418,Plot,Anandapura,2 Bedroom,1000.0,2.0,1.0,4532.0
419,Built-up,Bommasandra Industrial Area,2 BHK,1090.0,2.0,2.0,2593.952
420,Plot,TC Palaya,2 Bedroom,1200.0,2.0,0.0,4944.0
421,Super,Budigere,3 BHK,1991.0,4.0,2.0,8487.2
422,Super,Bommasandra,2 BHK,1060.0,2.0,1.0,2183.6000000000004
423,Super,Ambalipura,2 BHK,1105.0,2.0,1.0,6180.0
424,Built-up,Hoodi,2 BHK,985.0,2.0,2.0,5520.8
425,Plot,Chandapura,6 Bedroom,1533.0,5.0,3.0,7004.000000000001
426,Super,Balagere,3 BHK,1590.0,3.0,2.0,6509.6
427,Super,CV Raman Nagar,2 BHK,1120.0,2.0,2.0,4532.0
428,Super,Samethanahalli,2 BHK,1069.0,2.0,1.0,4532.0
429,Super,Marathahalli,3 BHK,1933.0,3.0,2.0,11536.0
430,Built-up,Hosur Road,2 BHK,1194.0,2.0,0.0,5685.6
431,Super,Brookefield,2 BHK,1150.0,2.0,3.0,5685.6
432,Super,Yelenahalli,2 BHK,1240.0,2.0,2.0,3882.688
433,Super,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,3963.4400000000005
435,Super,Richmond Town,3 BHK,2150.0,4.0,2.0,19776.0
436,Super,Suddaguntepalya,3 BHK,1450.0,3.0,2.0,4532.0
437,Super,Udayapur Village,3 BHK,1630.0,3.0,2.0,5627.0960000000005
438,Super,Dasanapura,2 BHK,708.0,1.0,1.0,3296.0
439,Plot,Kasavanhalli,3 Bedroom,1000.0,4.0,3.0,9064.0
440,Plot,Whitefield,4 Bedroom,11890.0,4.0,3.0,57680.00000000001
441,Super,Bellandur,2 BHK,1250.0,2.0,1.0,6262.400000000001
442,Super,7th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,7828.000000000001
443,Super,Sarjapur  Road,3 BHK,1670.0,2.0,3.0,4696.8
444,Super,Ardendale,3 BHK,1750.0,3.0,2.0,8240.0
445,Super,Vittasandra,2 BHK,1404.0,2.0,1.0,5850.400000000001
446,Super,Hoodi,3 BHK,1715.0,2.0,2.0,7828.000000000001
447,Built-up,Electronic City,1 BHK,630.0,1.0,1.0,2855.16
449,Super,Hulimavu,3 BHK,1650.0,3.0,2.0,6427.200000000001
450,Super,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,4570.728
451,Plot,Giri Nagar,3 Bedroom,1800.0,3.0,2.0,20764.800000000003
452,Super,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,6100.072
453,Plot,Thippasandra,4 Bedroom,1200.0,4.0,2.0,16480.0
454,Super,Hormavu,2 BHK,1150.0,2.0,2.0,4532.0
455,Built-up,Chikkabidarakallu,4 Bedroom,3309.0,4.0,3.0,26780.000000000004
456,Super,Chandapura,3 BHK,1190.0,2.0,2.0,2500.84
457,Super,AECS Layout,3 BHK,1620.0,3.0,2.0,8075.200000000001
458,Super,Marathahalli,2 BHK,950.0,2.0,1.0,3869.5040000000004
460,Super,Harlur,3 BHK,2450.0,3.0,0.0,9888.0
461,Super,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,2902.9519999999998
462,Super,Hoysalanagar,2 BHK,850.0,2.0,1.0,2472.0
463,Built-up,Padmanabhanagar,2 BHK,1020.0,2.0,2.0,5191.200000000001
464,Built-up,Chikkalasandra,2 BHK,1100.0,2.0,2.0,4120.0
465,Super,Defence Colony,2 BHK,1150.0,2.0,2.0,10382.400000000001
466,Super,Hebbal,3 BHK,1760.0,2.0,2.0,10712.0
467,Super,Ambalipura,3 BHK,1800.0,3.0,3.0,9064.0
468,Super,Akshaya Nagar,2 BHK,1070.0,2.0,1.0,4449.6
469,Plot,2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,2.0,18128.0
470,Plot,Vidyaranyapura,2 Bedroom,1440.0,2.0,0.0,7828.000000000001
471,Super,Amruthahalli,2 BHK,900.0,2.0,1.0,3296.0
472,Built-up,ITI Employees Layout,4 BHK,1200.0,4.0,1.0,18952.0
473,Super,Whitefield,2 BHK,1130.0,2.0,1.0,3473.984
474,Super,Koramangala,2 BHK,1320.0,2.0,1.0,13596.000000000002
475,Super,Kodigehalli,2 BHK,1270.0,2.0,1.0,8075.200000000001
476,Built-up,Patelappa Layout,2 BHK,1200.0,2.0,1.0,5108.8
477,Super,Ring Road Nagarbhavi,4 BHK,4800.0,4.0,2.0,19364.0
478,Super,NS Palya,2 BHK,1200.0,2.0,1.0,6097.6
479,Super,Subramanyapura,2 BHK,929.0,2.0,0.0,4134.008000000001
480,Built-up,RMV 2nd Stage,4 BHK,1150.0,4.0,2.0,21424.0
481,Plot,Basavangudi,4 Bedroom,1125.0,4.0,3.0,14832.000000000002
482,Plot,Kenchenahalli,5 Bedroom,500.0,3.0,2.0,5356.0
483,Plot,3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,2.0,15656.000000000002
484,Super,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,4614.400000000001
485,Super,7th Phase JP Nagar,4 BHK,3600.0,4.0,3.0,32960.0
486,Plot,Bank Avenue,4 Bedroom,2000.0,4.0,2.0,8157.6
487,Super,Chikkalasandra,2 BHK,1208.0,2.0,1.0,4037.6000000000004
488,Super,Hebbal Kempapura,2 BHK,1130.0,2.0,2.0,4944.0
489,Super,Surabhi Layout,3 BHK,1753.0,3.0,2.0,9888.0
490,Super,Old Madras Road,5 BHK,4500.0,7.0,3.0,27768.800000000003
491,Plot,Banjara Layout,3 Bedroom,600.0,3.0,2.0,4779.200000000001
492,Super,Hoodi,2 BHK,1196.0,2.0,2.0,7780.2080000000005
493,Built-up,5th Phase JP Nagar,2 BHK,1150.0,3.0,3.0,4326.0
494,Super,Electronic City,2 BHK,1128.0,2.0,1.0,5191.200000000001
495,Super,Omkar Nagar,2 BHK,1000.0,2.0,1.0,4367.200000000001
496,Super,Yelahanka,2 BHK,1035.0,2.0,1.0,3708.0000000000005
497,Built-up,Kereguddadahalli,2 BHK,950.0,2.0,1.0,2636.8
498,Super,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,2966.4
499,Super,Whitefield,2 BHK,1040.0,2.0,1.0,3996.4
500,Plot,Maragondanahalli,2 Bedroom,720.0,2.0,1.0,3708.0000000000005
501,Super,Lingadheeranahalli,3 BHK,1511.0,3.0,1.0,7828.000000000001
502,Built-up,Silk Board,3 BHK,1300.0,3.0,1.0,4779.200000000001
503,Super,Hoodi,3 BHK,1545.0,3.0,1.0,5665.0
504,Built-up,Shampura,1 BHK,375.0,2.0,0.0,2142.4
505,Super,Vidyaranyapura,2 BHK,1062.0,2.0,3.0,3131.2000000000003
506,Super,Kada Agrahara,2 BHK,1115.0,2.0,1.0,3296.0
507,Super,JP Nagar,2 BHK,1000.0,2.0,1.0,2884.0
508,Super,Kambipura,2 BHK,883.0,2.0,1.0,3708.0000000000005
509,Super,Sarjapur  Road,2 BHK,1195.0,2.0,1.0,5768.0
510,Plot,BHEL Layout,4 Bedroom,1200.0,3.0,1.0,13596.000000000002
511,Built-up,Medahalli,1 Bedroom,700.0,1.0,0.0,3378.4
512,Super,Vittasandra,2 BHK,1246.0,2.0,1.0,5520.8
513,Plot,8th Phase JP Nagar,4 Bedroom,660.0,4.0,2.0,7416.000000000001
514,Plot,Banashankari Stage III,4 Bedroom,8500.0,4.0,2.0,11948.0
515,Super,Kashi Nagar,4 BHK,1600.0,4.0,1.0,6592.0
516,Super,Haralur Road,4 BHK,2805.0,5.0,3.0,12689.6
517,Super,Begur Road,3 BHK,1584.0,3.0,2.0,5356.0
518,Plot,Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,1.0,22660.0
519,Built-up,Hosur Road,3 BHK,1175.0,2.0,2.0,3955.2000000000003
520,Built-up,"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,2.0,9476.0
521,Super,VHBCS Layout,2 BHK,1353.0,2.0,2.0,9064.0
522,Super,Electronic City,3 BHK,1599.0,3.0,2.0,10300.0
523,Super,Whitefield,2 BHK,1150.0,2.0,1.0,5768.0
524,Super,Jakkur,4 BHK,5230.0,6.0,1.0,38316.0
525,Super,KR Puram,2 BHK,1155.0,2.0,2.0,3521.7760000000003
526,Built-up,Ittamadu,1 BHK,1200.0,2.0,0.0,7004.000000000001
527,Super,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,2060.0
528,Super,Thanisandra,4 BHK,3000.0,4.0,2.0,9888.0
529,Built-up,Rajiv Nagar,3 BHK,1867.0,3.0,1.0,13184.0
530,Super,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,3872.8
531,Super,Gattahalli,2 BHK,1028.0,2.0,1.0,3749.2000000000003
532,Super,Arekere,2 BHK,1222.0,2.0,2.0,3708.0000000000005
533,Super,Bannerghatta Road,3 BHK,1170.0,2.0,1.0,5438.400000000001
534,Super,Hebbal,3 BHK,2400.0,4.0,1.0,20188.0
535,Super,Ramanjaneyanagar,3 BHK,1385.0,2.0,2.0,3994.752
536,Super,HSR Layout,2 BHK,1372.0,2.0,1.0,5603.200000000001
537,Super,Magadi Road,3 BHK,1282.0,2.0,2.0,4037.6000000000004
539,Built-up,7th Block Jayanagar,5 Bedroom,3000.0,3.0,1.0,43507.200000000004
540,Super,Kanakpura Road,2 BHK,1135.0,2.0,1.0,3273.752
541,Built-up,Whitefield,3 BHK,1768.0,3.0,2.0,8322.400000000001
542,Built-up,Byatarayanapura,3 BHK,1325.0,2.0,1.0,7416.000000000001
543,Super,Electronic City,3 BHK,1599.0,3.0,2.0,8157.6
544,Plot,Whitefield,3 Bedroom,1500.0,3.0,1.0,5104.68
545,Plot,2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,0.0,41117.600000000006
546,Super,Uttarahalli,2 BHK,1286.0,2.0,2.0,5191.200000000001
547,Built-up,Kammanahalli,5 BHK,2845.0,5.0,1.0,11536.0
548,Super,K G Colony,3 BHK,1600.0,2.0,2.0,4120.0
550,Super,Hebbal,3 BHK,3450.0,5.0,2.0,21424.0
551,Super,Munnekollal,2 BHK,1102.0,2.0,2.0,4422.408
552,Super,Yelahanka,2 BHK,1350.0,2.0,2.0,4449.6
553,Super,Banashankari,3 BHK,1200.0,2.0,2.0,3460.8
554,Plot,Hosa Road,6 Bedroom,1300.0,6.0,0.0,11948.0
555,Plot,Herohalli,2 Bedroom,1800.0,1.0,1.0,6592.0
556,Built-up,Chikkabanavar,2 BHK,950.0,2.0,1.0,3296.0
557,Super,Kanakpura Road,1 BHK,525.0,1.0,1.0,2245.4
558,Built-up,Attibele,2 BHK,656.0,2.0,1.0,2060.0
559,Plot,Marathahalli,4 Bedroom,1780.0,4.0,3.0,14420.000000000002
560,Super,3rd Block Hrbr Layout,2 BHK,1056.0,2.0,1.0,6592.0
561,Super,Bannerghatta Road,1 BHK,595.0,1.0,1.0,2745.568
562,Built-up,Ittamadu,2 BHK,1080.0,2.0,2.0,4120.0
563,Super,7th Phase JP Nagar,3 BHK,2225.0,3.0,1.0,13184.0
564,Super,Bommasandra,2 BHK,1126.0,2.0,1.0,2319.56
565,Super,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,6921.6
566,Plot,HRBR Layout,4 Bedroom,2000.0,4.0,1.0,24720.0
567,Super,Sarjapur  Road,3 BHK,1550.0,3.0,3.0,8240.0
569,Built-up,Ashwini layout,2 BHK,1160.0,2.0,1.0,4532.0
570,Built-up,Whitefield,4 Bedroom,4144.0,4.0,3.0,25956.0
571,Super,Sarjapur  Road,3 BHK,2100.0,3.0,2.0,10300.0
572,Super,Vittasandra,2 BHK,1404.0,2.0,1.0,5710.32
573,Plot,Sarjapur  Road,4 Bedroom,2230.0,4.0,3.0,18540.0
574,Super,Marathalli bridge,3 BHK,1544.0,3.0,2.0,9888.0
575,Super,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,4836.880000000001
576,Super,Marathahalli,2 BHK,1230.0,2.0,2.0,6592.0
577,Plot,T.C PALYA,2 Bedroom,1200.0,2.0,0.0,5356.0
578,Super,Harlur,3 BHK,1460.0,3.0,1.0,6015.200000000001
580,Built-up,Gottigere,2 BHK,967.0,2.0,3.0,3708.0000000000005
581,Built-up,Byatarayanapura,1 Bedroom,540.0,1.0,1.0,2966.4
582,Super,Hormavu,1 BHK,715.0,1.0,2.0,3790.4
583,Super,Whitefield,3 BHK,2500.0,3.0,2.0,25791.2
584,Super,Dooravani Nagar,3 BHK,1578.0,3.0,1.0,14832.000000000002
585,Super,Mysore Road,2 BHK,1020.0,2.0,1.0,4033.4800000000005
586,Super,Jigani,2 BHK,1020.0,2.0,1.0,3296.0
587,Super,Koramangala,2 BHK,1253.0,2.0,1.0,8404.800000000001
588,Super,JCR Layout,2 BHK,1180.0,2.0,2.0,3460.8
589,Super,Nehru Nagar,2 BHK,961.0,2.0,2.0,3131.2000000000003
590,Built-up,Kanakapura,3 BHK,1419.0,3.0,3.0,6180.0
591,Super,Harlur,3 BHK,1709.0,3.0,2.0,12360.0
592,Plot,Papareddipalya,2 Bedroom,1600.0,2.0,0.0,9476.0
593,Super,Venkatapura,1 BHK,416.0,1.0,1.0,1524.4
594,Carpet,Sanjay nagar,2 BHK,1100.0,2.0,2.0,8075.200000000001
595,Super,HSR Layout,3 BHK,1430.0,2.0,1.0,5356.0
596,Super,Sneha Colony,2 BHK,1260.0,2.0,2.0,3708.0000000000005
597,Built-up,RMV Extension,3 BHK,1630.0,3.0,2.0,7004.000000000001
598,Super,Sarjapur  Road,3 BHK,1249.0,3.0,2.0,3684.1040000000003
599,Super,Kalena Agrahara,3 BHK,1450.0,2.0,3.0,7004.000000000001
600,Super,Konanakunte,3 BHK,2791.0,3.0,1.0,18375.2
601,Super,Hosapalya,1 BHK,600.0,1.0,0.0,7416.000000000001
602,Built-up,Ashwini layout,1 BHK,834.0,1.0,1.0,4944.0
603,Plot,Doddagubbi,3 Bedroom,1125.0,4.0,1.0,5768.0
604,Super,Arekere,3 BHK,2060.0,3.0,2.0,11536.0
605,Super,Malleshwaram,7 BHK,12000.0,7.0,3.0,181280.0
606,Built-up,Gottigere,2 BHK,891.0,2.0,1.0,2060.0
607,Super,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,1.0,4043.3680000000004
608,Built-up,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,3048.8
609,Super,Sector 6 HSR Layout,4 BHK,3000.0,5.0,2.0,21424.0
610,Plot,Brookefield,4 Bedroom,2440.0,5.0,2.0,35020.0
611,Built-up,Vidyaranyapura,2 BHK,1200.0,2.0,2.0,4532.0
612,Super,Thanisandra,2 BHK,1075.0,2.0,2.0,3773.92
613,Super,Kaggadasapura,2 BHK,1140.0,2.0,2.0,3296.0
614,Plot,Margondanahalli,5 Bedroom,940.0,4.0,2.0,12360.0
615,Plot,ITI Layout,6 Bedroom,2160.0,5.0,1.0,20600.0
616,Super,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,3460.8
617,Built-up,R.T. Nagar,4 Bedroom,1500.0,4.0,1.0,5768.0
618,Super,Whitefield,4 BHK,4104.0,4.0,2.0,29664.000000000004
619,Super,Whitefield,3 BHK,1790.0,3.0,2.0,8240.0
620,Super,Hebbal,3 BHK,1920.0,3.0,2.0,11041.6
621,Built-up,HRBR Layout,2 BHK,1374.0,2.0,2.0,7828.000000000001
622,Carpet,Bannerghatta Road,3 BHK,1445.0,3.0,2.0,7828.000000000001
623,Super,Kanakapura,1 BHK,711.0,1.0,1.0,2966.4
624,Super,Tumkur Road,3 BHK,1500.0,3.0,3.0,7828.000000000001
625,Super,Whitefield,3 BHK,1720.0,3.0,3.0,8240.0
626,Super,Vasanthapura,3 BHK,1400.0,3.0,2.0,4944.0
627,Built-up,Kundalahalli,2 BHK,1030.0,2.0,2.0,4037.6000000000004
628,Super,Mysore Road,2 BHK,1200.0,2.0,1.0,7004.000000000001
629,Carpet,Hosahalli,3 BHK,1375.0,3.0,2.0,5768.0
630,Plot,Hegde Nagar,2 Bedroom,1050.0,1.0,2.0,4614.400000000001
631,Super,Jalahalli,3 BHK,2250.0,3.0,2.0,13184.0
632,Super,Bellandur,2 BHK,1000.0,2.0,2.0,4120.0
633,Super,Jalahalli West,1 BHK,469.0,1.0,0.0,2060.0
634,Super,Marathahalli,4 BHK,3800.0,4.0,3.0,20600.0
635,Super,Kambipura,2 BHK,883.0,2.0,1.0,2389.6000000000004
636,Super,GM Palaya,3 BHK,1820.0,2.0,3.0,7086.400000000001
637,Built-up,Singasandra,3 BHK,1440.0,2.0,3.0,5356.0
638,Super,near Ramanashree California resort,6 BHK,3600.0,4.0,1.0,13184.0
639,Built-up,Malleshwaram,4 BHK,2500.0,5.0,2.0,26780.000000000004
640,Super,Mahadevpura,2 BHK,1225.0,2.0,2.0,3955.2000000000003
641,Plot,"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,1.0,54384.00000000001
642,Carpet,Chikkalasandra,2 BHK,875.0,2.0,3.0,4350.72
643,Super,Jalahalli East,1 BHK,750.0,1.0,2.0,3296.0
644,Super,6th Phase JP Nagar,2 BHK,1180.0,2.0,3.0,6592.0
645,Super,Haralur Road,2 BHK,1194.0,2.0,2.0,3872.8
646,Super,Hennur Road,3 BHK,1500.0,2.0,2.0,5108.8
647,Super,Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,2.0,4301.280000000001
649,Super,Hosakerehalli,3 BHK,2378.0,3.0,1.0,21588.800000000003
650,Super,Sarjapur,2 BHK,1128.0,2.0,1.0,4944.0
651,Super,Hebbal,3 BHK,1500.0,3.0,1.0,12360.0
652,Built-up,Huskur,3 BHK,1220.0,2.0,1.0,2902.9519999999998
653,Super,Sarjapur  Road,2 BHK,1210.0,2.0,2.0,4779.200000000001
654,Super,Kanakpura Road,3 BHK,1100.0,2.0,1.0,4779.200000000001
655,Super,Bommasandra,3 BHK,1200.0,3.0,2.0,3790.4
656,Built-up,Haralur Road,4 BHK,3385.0,5.0,2.0,21424.0
657,Super,Nagondanahalli,3 BHK,1641.0,3.0,2.0,5438.400000000001
658,Super,Horamavu Agara,2 BHK,1200.0,2.0,1.0,3708.0000000000005
659,Super,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,1.0,5552.936000000001
660,Super,Mahadevpura,3 BHK,1720.0,3.0,3.0,6427.200000000001
662,Super,Yelahanka,2 BHK,1210.0,2.0,1.0,3788.752
663,Built-up,Indira Nagar,4 Bedroom,2200.0,4.0,2.0,16480.0
664,Super,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,3708.0000000000005
665,Built-up,Thanisandra,3 BHK,1702.0,3.0,2.0,10712.0
666,Super,Shanthala Nagar,2 BHK,1630.0,2.0,2.0,16480.0
667,Super,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,2.0,3176.52
668,Super,Shantiniketan Layout,3 BHK,2072.0,3.0,2.0,8899.2
670,Built-up,Herohalli,3 Bedroom,1200.0,2.0,0.0,5768.0
671,Super,Teachers Colony,3 BHK,1350.0,3.0,0.0,6344.8
673,Super,Srinivasa Nagar,3 BHK,1180.0,2.0,2.0,6455.216
674,Built-up,Yelahanka,3 BHK,35000.0,3.0,3.0,10712.0
675,Super,Langford Town,2 BHK,1355.0,2.0,2.0,9476.0
676,Plot,Sulthangunta,1 Bedroom,600.0,1.0,0.0,4120.0
677,Plot,Hormavu,7 Bedroom,1200.0,7.0,2.0,12360.0
678,Super,Bannerghatta Road,3 BHK,1640.0,2.0,1.0,9888.0
679,Plot,Byrathi Village,5 Bedroom,1200.0,5.0,0.0,8240.0
680,Super,Kodichikkanahalli,3 BHK,1190.0,2.0,2.0,4696.8
681,Plot,OMBR Layout,4 Bedroom,2400.0,4.0,2.0,30900.000000000004
682,Super,Marathahalli,2 BHK,1019.0,2.0,2.0,4107.64
683,Super,Ambedkar Colony,3 BHK,1875.0,3.0,2.0,13596.000000000002
684,Super,Akshaya Nagar,3 BHK,1250.0,3.0,2.0,3296.0
685,Plot,Brookefield,3 Bedroom,1200.0,3.0,2.0,11536.0
686,Super,Whitefield,2 BHK,1140.0,2.0,1.0,4614.400000000001
687,Super,Lingadheeranahalli,3 BHK,1683.0,3.0,1.0,8981.6
688,Super,Kaggadasapura,3 BHK,1515.0,3.0,2.0,6863.92
689,Super,Hoodi,4 BHK,2118.0,4.0,2.0,9146.400000000001
690,Built-up,Bannerghatta Road,4 Bedroom,1380.0,3.0,0.0,4779.200000000001
691,Super,Varthur Road,2 BHK,1083.0,2.0,2.0,5088.200000000001
692,Plot,Anjappa Layout,2 Bedroom,600.0,2.0,1.0,4532.0
693,Built-up,Avalahalli,3 BHK,2300.0,3.0,3.0,9888.0
694,Super,Prakruthi Nagar,2 BHK,1240.0,2.0,2.0,4944.0
695,Super,Surabhi Layout,3 BHK,1750.0,3.0,1.0,9888.0
696,Super,Sadaramangala,2 BHK,1230.0,2.0,2.0,3582.752
697,Plot,Anjanapura,3 Bedroom,1500.0,3.0,1.0,11453.6
698,Super,Abbigere,2 BHK,985.0,2.0,1.0,3328.1360000000004
699,Plot,Tindlu,3 Bedroom,1500.0,2.0,1.0,7168.8
700,Built-up,Electronic City,2 BHK,1125.0,2.0,1.0,2677.1760000000004
701,Built-up,Maruthi Sevanagar,2 BHK,950.0,2.0,1.0,3625.6000000000004
703,Super,Kothanur,3 BHK,1580.0,3.0,3.0,6262.400000000001
704,Plot,B Narayanapura,3 Bedroom,1092.0,2.0,1.0,8116.400000000001
705,Built-up,Electronic City Phase II,2 BHK,1090.0,2.0,1.0,2335.2160000000003
706,Built-up,Hennur Road,3 Bedroom,2264.0,3.0,1.0,13101.6
707,Super,Dommasandra,3 BHK,1033.0,2.0,2.0,2103.672
708,Super,Kammasandra,2 BHK,810.0,2.0,2.0,2018.8000000000002
709,Super,Green Garden Layout,2 BHK,1045.0,2.0,0.0,3708.0000000000005
710,Super,Hebbal,2 BHK,1337.0,2.0,1.0,6756.8
711,Super,Chandapura,2 BHK,1200.0,2.0,2.0,2636.8
712,Super,Koramangala,3 BHK,1580.0,3.0,2.0,13184.0
713,Super,Begur Road,3 BHK,1500.0,2.0,3.0,4449.6
714,Super,Whitefield,3 BHK,1640.0,4.0,2.0,7498.400000000001
715,Super,Silver Springs Layout,3 BHK,1570.0,3.0,2.0,5108.8
716,Super,Gubbalala,3 BHK,1470.0,2.0,2.0,6756.8
717,Super,Kengeri,2 BHK,1160.0,2.0,2.0,3346.264
718,Built-up,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,5850.400000000001
719,Super,Dairy Circle,3 BHK,1855.0,3.0,1.0,18540.0
720,Super,Bannerghatta Road,3 BHK,1460.0,2.0,1.0,7416.000000000001
721,Built-up,Hulimavu,3 BHK,1823.0,3.0,2.0,8240.0
722,Super,Electronic City,2 BHK,1094.0,2.0,2.0,3460.8
723,Super,Budigere,2 BHK,1153.0,2.0,2.0,4696.8
724,Built-up,Hoysalanagar,3 BHK,1325.0,3.0,1.0,4696.8
725,Plot,Parappana Agrahara,4 Bedroom,1200.0,3.0,2.0,7004.000000000001
726,Built-up,Jakkur,3 BHK,1590.0,2.0,2.0,10300.0
727,Plot,Jeevan bima nagar,5 Bedroom,1210.0,4.0,2.0,13184.0
728,Plot,Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,0.0,18128.0
729,Super,Narayana Nagar 1st Block,2 BHK,1202.0,2.0,1.0,3955.2000000000003
730,Built-up,Haralur Road,2 BHK,1202.0,2.0,1.0,4367.200000000001
731,Super,KSRTC Layout,2 BHK,1200.0,2.0,3.0,5150.0
732,Super,Panathur,3 BHK,1688.0,3.0,1.0,9723.2
733,Built-up,Kaval Byrasandra,2 BHK,1020.0,2.0,1.0,4284.8
734,Super,Sarjapur,2 BHK,1185.0,2.0,2.0,3872.8
735,Super,Ramagondanahalli,2 BHK,1235.0,2.0,1.0,4288.0960000000005
736,Super,Hosakerehalli,4 BHK,3205.0,5.0,1.0,41200.0
737,Super,Banashankari,2 BHK,1077.0,2.0,2.0,3101.536
738,Super,Kengeri Satellite Town,3 BHK,1415.0,2.0,3.0,5438.400000000001
